age,work_cate,fnlwgt,education,edu_nums,marital,profession,relation,race,gender,earnings,loss,hour,motherland,label
44,0,290521,0,9,7,2,5,2,2,0,0,40,0,0
51,0,56915,0,9,0,1,0,6,0,0,0,40,0,0
20,0,146538,0,9,0,9,0,0,0,0,0,40,0,0
17,4,258872,8,7,1,11,3,0,2,0,0,5,0,0
19,0,206399,0,9,1,9,3,2,2,0,0,40,0,0
45,7,197332,1,10,0,1,0,0,0,0,0,55,0,1
60,0,245062,0,9,0,1,0,0,0,0,0,40,0,1
42,0,197583,9,12,0,2,0,2,0,0,0,40,3,1
44,2,234885,0,9,0,4,8,0,2,0,0,40,0,1
40,0,72887,7,11,0,9,0,4,0,0,0,40,0,1
30,0,180374,0,9,0,2,8,0,2,0,0,40,0,0
38,0,351299,1,10,0,14,0,2,0,0,0,50,0,0
23,0,54012,0,9,0,14,0,0,0,0,0,60,0,0
32,4,115745,1,10,0,11,0,0,0,0,0,40,0,0
44,0,116632,9,12,1,17,3,0,0,0,0,40,0,0
54,3,288825,0,9,0,14,0,2,0,0,0,40,0,0
32,0,132601,2,13,0,0,0,0,0,0,0,50,0,0
50,0,193374,28,2,10,1,5,0,0,0,0,40,0,0
24,0,170070,2,13,1,19,1,0,2,0,0,20,0,0
37,0,126708,0,9,0,3,8,0,2,0,0,60,0,0
52,0,35598,0,9,4,14,5,0,0,0,0,40,0,0
38,0,33983,1,10,0,14,0,0,0,0,0,40,0,0
49,0,192776,6,14,0,2,0,0,0,0,1977,45,0,1
30,0,118551,2,13,0,19,8,0,2,0,0,16,0,1
60,0,201965,1,10,1,0,5,0,0,0,0,40,0,1
22,4,139883,1,10,1,11,3,0,0,0,0,40,0,0
35,0,285020,0,9,1,1,1,0,0,0,0,40,0,0
30,0,303990,0,9,1,14,1,0,0,0,0,60,0,0
67,0,49401,7,11,4,5,1,0,2,0,0,24,0,0
46,0,279196,2,13,1,1,1,0,2,0,0,40,0,0
17,0,211870,17,5,1,5,1,0,0,0,0,6,0,0
22,0,281432,1,10,1,15,3,0,0,0,0,30,0,0
27,0,161155,11,6,1,5,1,0,0,0,0,40,0,0
23,0,197904,0,9,1,5,5,0,2,0,0,35,0,0
33,0,111746,9,12,0,1,0,0,0,0,0,45,35,0
43,2,170721,1,10,0,1,0,0,0,0,0,20,0,0
28,6,70100,2,13,1,0,1,0,0,0,0,20,0,0
41,0,193626,0,9,10,1,5,0,2,0,0,40,0,0
52,4,271749,19,8,1,11,9,2,0,594,0,40,0,0
25,0,189775,1,10,10,3,3,2,2,0,0,20,0,0
63,4,401531,28,2,0,11,0,0,0,0,0,35,0,0
59,3,286967,0,9,0,14,0,0,0,0,0,45,0,0
45,3,164427,2,13,4,0,5,0,2,0,0,40,0,0
38,0,91039,2,13,0,4,0,0,0,15024,0,60,0,1
40,0,347934,0,9,1,5,1,0,2,0,0,35,0,0
46,10,371373,0,9,4,3,1,0,0,0,0,40,0,0
35,0,32220,9,12,1,2,1,0,2,0,0,60,0,0
34,0,187251,0,9,4,0,5,0,2,0,0,25,0,0
33,0,178107,2,13,1,1,3,0,0,0,0,20,0,0
41,0,343121,0,9,4,3,5,0,2,0,0,36,0,0
20,0,262749,1,10,1,9,3,0,0,0,0,40,0,0
23,0,403107,21,3,1,5,3,0,0,0,0,40,10,0
26,0,64293,1,10,1,0,1,0,2,0,0,35,0,0
72,4,303588,0,9,0,11,0,0,0,0,0,20,0,0
23,3,324960,0,9,1,17,1,0,0,0,0,40,26,0
62,3,114060,0,9,0,14,0,0,0,0,0,40,0,0
52,0,48925,1,10,0,3,0,0,0,0,0,40,0,0
58,0,180980,1,10,4,5,5,0,2,0,0,42,45,0
25,0,181054,2,13,1,4,1,0,2,0,0,40,0,0
24,0,388093,2,13,1,2,1,2,0,0,0,40,0,0
19,0,249609,1,10,1,22,3,0,0,0,0,8,0,0
43,0,112131,1,10,0,2,0,0,0,0,0,40,0,0
47,3,543162,0,9,6,3,5,2,2,0,0,40,0,0
39,0,91996,0,9,4,5,5,0,2,0,0,40,0,0
49,0,141944,7,11,10,15,5,0,0,0,1380,42,0,0
53,4,251804,21,3,7,11,5,2,2,0,0,30,0,0
32,0,37070,7,11,1,1,1,0,0,0,0,45,0,0
34,0,337587,1,10,0,0,0,0,0,0,0,50,0,1
28,0,189346,0,9,4,1,1,0,0,0,0,45,0,0
57,4,222216,7,11,7,11,5,0,2,0,0,38,0,0
25,0,267044,1,10,1,3,1,6,2,0,0,20,0,0
20,4,214635,1,10,1,11,3,0,0,0,0,24,0,0
21,4,204226,1,10,1,11,5,0,2,0,0,35,0,0
34,0,108116,2,13,0,0,0,0,0,0,0,50,0,1
38,7,99146,2,13,0,2,0,0,0,15024,0,80,0,1
50,0,196232,0,9,0,2,0,0,0,7688,0,50,0,1
24,3,248344,1,10,4,15,1,2,0,0,0,50,0,0
37,3,186035,1,10,0,19,0,0,0,0,0,45,0,1
44,0,177905,1,10,4,9,5,0,0,0,0,58,0,1
28,0,85812,1,10,0,4,8,0,2,0,0,40,0,0
42,0,221172,2,13,0,2,0,0,0,0,0,40,0,1
74,0,99183,1,10,4,3,1,0,2,0,0,9,0,0
38,2,190387,0,9,0,1,0,0,0,0,0,50,0,0
44,2,202692,6,14,0,0,0,0,0,0,0,40,0,0
44,0,109339,8,7,4,9,5,7,2,0,0,46,9,0
26,0,108658,0,9,1,9,1,0,0,0,0,40,0,0
36,0,197202,0,9,0,5,0,2,0,0,0,40,0,0
41,0,101739,9,12,0,2,8,0,2,0,0,50,0,1
67,0,231559,15,15,0,0,0,0,0,20051,0,48,0,1
39,3,207853,19,8,0,19,0,0,0,0,0,50,0,0
57,0,190942,28,2,7,26,1,2,2,0,0,30,0,0
29,0,102345,7,11,6,1,1,0,0,0,0,40,0,0
31,7,41493,2,13,1,17,1,0,2,0,0,45,0,0
34,4,190027,0,9,1,11,5,2,2,0,0,40,0,0
44,0,210525,1,10,0,14,0,0,0,0,0,40,0,0
29,0,133937,20,16,1,0,3,0,0,0,0,40,0,0
30,0,237903,1,10,1,15,5,0,2,0,0,40,0,0
27,0,163862,0,9,1,14,1,0,0,0,0,40,0,0
27,0,201872,1,10,0,4,0,0,0,0,0,50,0,0
32,0,84179,0,9,1,15,1,0,2,0,0,45,0,0
58,0,51662,11,6,0,5,8,0,2,0,0,8,0,0
35,3,233327,1,10,0,22,0,0,0,0,0,40,0,0
21,0,259510,0,9,1,15,3,0,0,0,0,36,0,0
28,0,184831,1,10,1,1,5,0,0,0,0,40,0,0
46,2,245724,1,10,4,2,1,0,0,0,0,50,0,0
36,2,27053,0,9,6,5,5,0,2,0,0,40,0,0
72,0,205343,8,7,7,3,5,0,2,0,0,40,0,0
35,0,229328,0,9,0,9,8,2,2,0,0,40,0,0
33,10,319560,7,11,4,1,5,2,2,0,0,40,0,1
69,0,136218,8,7,1,9,1,0,2,0,0,40,0,0
35,0,54576,0,9,0,9,0,0,0,0,0,40,0,0
31,0,323069,0,9,6,3,5,0,2,0,0,20,3,0
34,0,148291,0,9,0,19,8,0,2,0,0,32,0,0
30,0,152453,8,7,0,5,0,0,0,0,0,40,2,0
28,0,114053,2,13,1,14,1,0,0,0,0,55,0,0
54,0,212960,2,13,0,4,0,0,0,0,0,35,0,1
47,0,264052,1,10,0,0,0,0,0,0,0,50,0,1
24,0,82804,0,9,1,15,5,2,2,0,0,40,0,0
52,2,334273,2,13,0,0,0,0,0,0,0,60,0,1
20,0,27337,0,9,1,15,3,6,0,0,0,48,0,0
43,7,188436,6,14,0,2,0,0,0,5013,0,45,0,0
45,0,433665,13,4,6,5,5,0,2,0,0,40,2,0
29,2,110663,0,9,6,1,1,0,0,0,0,35,0,0
47,0,87490,6,14,4,2,5,0,0,0,0,42,0,0
24,0,354351,0,9,1,1,3,0,0,0,0,40,0,0
51,0,95469,0,9,0,0,0,0,0,0,0,40,0,0
17,0,242718,8,7,1,4,3,0,0,0,0,12,0,0
37,0,22463,7,11,0,1,0,0,0,0,1977,40,0,1
27,0,158156,20,16,1,0,1,0,2,0,0,70,0,0
29,0,350162,2,13,0,2,8,0,0,0,0,40,0,1
18,4,165532,19,8,1,11,3,0,0,0,0,25,0,0
36,2,28738,9,12,4,4,5,0,2,0,0,35,0,0
58,3,283635,2,13,1,0,1,0,2,0,0,40,0,0
26,2,86646,1,10,0,1,0,0,0,0,0,45,0,0
65,4,195733,1,10,0,11,0,0,0,0,0,30,0,1
57,0,69884,0,9,0,4,0,0,0,0,0,40,0,1
59,0,199713,0,9,0,1,0,0,0,0,0,40,0,0
27,0,181659,0,9,0,9,0,0,0,0,0,40,0,0
31,2,340939,2,13,1,19,1,0,0,0,0,40,0,0
21,0,197747,1,10,1,4,3,0,2,0,0,24,0,0
29,0,34292,1,10,1,3,1,0,0,0,0,60,0,0
18,0,156764,8,7,1,5,3,0,0,0,0,40,0,0
52,0,25826,11,6,0,1,0,0,0,0,1887,47,0,1
57,7,103948,2,13,4,0,1,0,0,0,0,80,0,0
42,4,137390,0,9,0,11,0,0,0,0,0,40,0,0
55,4,105138,0,9,0,11,8,4,2,0,0,40,0,0
60,0,39352,13,4,1,14,1,0,0,0,0,48,0,1
31,0,168387,2,13,0,0,0,0,0,7688,0,40,8,1
23,0,117789,2,13,1,3,3,0,2,0,0,40,0,0
27,0,267147,0,9,1,4,3,0,0,0,0,40,0,0
23,4,99399,1,10,1,11,5,6,2,0,0,25,0,0
42,2,214242,15,15,0,0,0,0,0,0,1902,50,0,1
25,0,200408,1,10,1,19,1,0,0,2174,0,40,0,0
49,0,136455,2,13,1,0,1,0,2,0,0,45,0,0
32,0,239824,2,13,1,19,1,0,0,0,0,40,0,0
19,0,217039,1,10,1,3,3,0,0,0,0,28,0,0
60,0,51290,13,4,4,5,1,0,2,0,0,40,0,0
42,3,175674,17,5,0,5,0,0,0,0,0,40,0,0
35,2,194404,9,12,1,17,1,0,0,0,0,40,0,0
48,0,45612,0,9,1,3,5,2,2,0,0,37,0,0
51,0,410114,6,14,0,1,0,0,0,0,0,40,0,1
29,0,182521,0,9,1,1,1,6,0,0,0,40,0,0
36,3,339772,0,9,6,2,1,2,0,0,0,40,0,0
17,0,169658,11,6,1,5,3,0,2,0,0,21,0,0
52,0,200853,6,14,4,0,1,0,2,6849,0,60,0,0
24,0,247564,0,9,1,1,1,0,0,0,0,40,0,0
24,0,249909,0,9,0,15,0,0,0,0,0,50,0,0
26,3,208122,2,13,1,0,3,0,0,1055,0,40,0,0
27,0,109881,2,13,1,5,3,0,2,0,0,20,0,0
39,0,207824,0,9,1,15,3,0,0,0,0,60,0,0
30,0,369027,0,9,0,14,0,2,0,0,0,45,0,0
50,2,114117,0,9,0,2,0,0,0,0,0,32,0,0
52,7,51048,2,13,0,4,0,0,0,0,0,55,0,0
46,0,102388,15,15,0,0,0,0,0,15024,0,45,0,1
23,0,190483,2,13,1,4,3,0,2,0,0,20,0,0
45,0,462440,8,7,7,5,1,2,2,0,0,20,0,0
65,0,109351,17,5,7,26,5,2,2,0,0,24,0,0
29,0,34383,7,11,0,14,0,0,0,0,0,55,0,0
47,0,241832,17,5,10,15,5,0,0,0,0,40,10,0
30,0,124187,0,9,1,17,3,2,0,0,0,60,0,0
34,0,153614,0,9,0,4,0,0,0,0,0,45,0,1
38,2,267556,0,9,0,4,0,0,0,0,0,64,0,0
33,0,205469,1,10,0,2,0,0,0,0,0,40,0,1
49,0,268090,2,13,0,4,0,0,0,0,0,26,0,1
47,2,165039,1,10,1,5,5,2,2,0,0,40,0,0
49,3,120451,11,6,6,5,5,2,2,0,0,40,0,0
43,0,154374,1,10,0,1,0,0,0,15024,0,60,0,1
30,0,103649,2,13,0,3,8,2,2,0,0,40,0,1
58,2,35723,0,9,0,1,0,0,0,0,0,60,0,0
19,0,262601,0,9,1,5,3,0,2,0,0,14,0,0
21,0,226181,2,13,1,15,1,0,0,0,0,40,0,0
33,0,175697,2,13,0,2,0,0,0,15024,0,60,0,1
47,7,248145,21,3,0,14,0,0,0,0,0,50,13,0
52,2,289436,20,16,0,0,0,0,0,0,0,60,0,1
26,0,75654,0,9,4,1,1,0,0,0,0,55,0,0
60,0,199378,0,9,0,1,0,0,0,0,0,40,0,0
21,0,160968,1,10,1,15,3,0,0,0,0,40,0,0
36,0,188563,1,10,0,4,0,0,0,5178,0,50,0,1
31,0,55849,1,10,0,1,0,0,0,0,0,45,0,0
50,7,195322,20,16,6,0,1,0,0,0,0,40,0,1
31,3,402089,0,9,4,3,5,0,2,0,0,40,0,0
71,0,78277,0,9,0,1,0,0,0,0,0,15,0,0
58,4,158611,0,9,0,11,0,0,0,0,0,50,0,0
30,6,169496,2,13,0,19,0,0,0,0,0,40,0,1
20,0,130959,1,10,1,5,3,0,0,0,0,20,0,0
24,0,556660,0,9,1,2,9,0,0,4101,0,50,0,0
35,0,292472,20,16,0,0,0,4,0,0,0,40,28,1
38,6,143774,1,10,6,2,1,0,2,0,0,45,0,0
27,0,288341,0,9,1,9,3,0,2,0,0,32,0,0
29,6,71592,1,10,1,3,5,4,2,0,0,40,6,0
70,4,167358,17,5,7,11,5,0,2,1111,0,15,0,0
34,0,106742,0,9,0,1,0,0,0,0,0,45,0,0
44,0,219288,13,4,0,1,0,0,0,0,0,35,0,0
43,0,174524,0,9,0,9,0,0,0,0,0,40,0,1
44,2,335183,19,8,0,15,0,2,0,0,0,40,0,1
35,0,261293,6,14,1,4,1,0,0,0,0,60,0,0
27,0,111900,1,10,1,0,1,0,0,0,0,40,0,0
43,3,194360,6,14,1,0,1,0,0,0,0,38,0,0
20,0,81145,1,10,1,4,1,0,2,0,0,25,0,0
42,0,341204,9,12,4,0,5,0,2,8614,0,40,0,1
27,6,249362,1,10,0,14,0,0,0,3411,0,40,0,0
42,0,247019,0,9,0,1,0,2,0,0,0,40,0,1
20,4,114746,8,7,10,11,3,4,2,0,1762,40,16,0
24,0,172146,17,5,1,9,1,0,0,0,1721,40,0,0
48,10,110457,1,10,4,2,1,0,0,0,0,40,0,0
17,4,80077,8,7,1,11,3,0,2,0,0,20,0,0
17,2,368700,8,7,1,17,3,0,0,0,0,10,0,0
33,0,182556,2,13,0,2,0,0,0,0,0,40,0,1
50,7,219420,0,9,0,4,0,0,0,0,0,50,0,1
22,0,240817,0,9,1,4,3,0,2,2597,0,40,0,0
17,0,102726,19,8,1,5,3,0,0,0,0,16,0,0
32,0,226267,1,10,0,3,0,0,0,0,0,40,2,0
31,0,125457,0,9,1,1,1,0,0,0,0,45,0,0
58,2,204021,0,9,7,2,1,0,0,0,0,50,0,0
29,3,92262,0,9,1,22,3,0,0,0,0,48,0,0
37,0,161141,7,11,0,1,0,0,0,0,0,40,35,1
34,2,190290,0,9,0,1,0,0,0,0,0,40,0,1
23,3,430828,1,10,6,2,5,2,0,0,0,40,0,0
18,6,59342,8,7,1,3,3,0,2,0,0,5,0,0
34,0,136721,0,9,4,2,1,0,2,0,0,40,0,0
66,4,149422,13,4,1,11,1,0,0,0,0,4,0,0
45,3,86644,2,13,0,0,8,0,2,0,0,55,0,0
41,0,195124,6,14,1,2,1,0,0,0,0,35,19,0
26,0,167350,0,9,1,5,9,0,0,0,0,30,0,0
54,3,113000,1,10,0,17,0,0,0,0,0,40,0,0
24,0,140027,1,10,1,9,3,2,2,0,0,45,0,0
42,0,262425,1,10,0,0,0,0,0,0,0,50,0,0
20,0,316702,1,10,1,0,3,0,0,0,0,20,0,0
23,6,335453,2,13,1,19,1,0,2,0,0,20,0,0
25,4,202480,9,12,1,11,9,0,0,0,0,45,0,0
35,0,203628,6,14,1,0,1,0,0,0,0,60,0,1
31,0,118710,6,14,0,19,0,0,0,0,1902,40,0,1
30,0,189620,2,13,1,0,3,0,2,0,0,40,26,0
19,0,475028,0,9,1,4,3,0,2,0,0,20,0,0
36,3,110866,2,13,1,0,1,0,0,0,0,50,0,0
31,0,243605,2,13,7,4,5,0,2,0,1380,40,13,0
21,0,163870,1,10,1,15,3,0,0,0,0,30,0,0
31,2,80145,1,10,0,1,0,0,0,0,0,40,0,0
46,0,295566,20,16,4,0,5,0,2,25236,0,65,0,1
44,0,63042,2,13,4,2,3,0,2,0,0,50,0,1
40,0,229148,19,8,0,5,0,2,0,0,0,40,15,0
45,0,242552,1,10,1,4,1,2,0,0,0,40,0,0
60,0,177665,0,9,0,1,0,0,0,0,0,35,0,0
18,0,208103,8,7,1,5,9,0,0,0,0,25,0,0
28,0,296450,2,13,0,0,0,0,0,0,0,40,0,0
36,0,70282,1,10,4,3,5,2,2,0,0,40,0,0
36,0,271767,2,13,6,0,1,0,0,0,0,40,3,0
40,0,144995,7,11,0,19,0,0,0,4386,0,40,0,0
36,3,382635,2,13,4,3,5,0,2,0,0,35,67,0
31,0,295697,0,9,6,5,5,2,2,0,0,40,0,0
33,0,194141,0,9,0,9,0,0,0,0,0,40,0,0
19,6,378418,0,9,1,19,3,0,2,0,0,40,0,0
22,0,214399,1,10,1,4,3,0,2,0,0,15,0,0
34,0,217460,2,13,0,2,0,0,0,0,0,45,0,1
33,0,182556,0,9,1,5,1,0,0,0,0,40,0,0
41,0,125831,0,9,0,1,0,0,0,0,2051,60,0,0
29,0,271328,2,13,1,0,1,0,0,4650,0,40,0,0
50,3,50459,0,9,0,2,0,0,0,0,0,42,0,1
42,0,162140,2,13,0,2,0,0,0,7298,0,45,0,1
43,0,177937,2,13,1,0,1,0,0,0,0,40,3,1
44,0,111502,0,9,0,4,8,0,2,0,0,40,0,0
20,0,299047,1,10,1,5,1,0,2,0,0,20,0,0
31,0,223212,0,9,0,5,0,0,0,0,0,40,2,0
65,2,118474,8,7,0,2,0,0,0,9386,0,59,3,1
23,0,352139,1,10,1,5,1,0,2,0,0,24,0,0
55,0,173093,1,10,4,3,1,4,2,0,0,40,0,0
26,0,181655,7,11,0,3,0,0,0,0,2377,45,0,0
25,0,332702,7,11,1,5,3,0,2,0,0,15,0,0
45,4,51164,1,10,0,11,8,2,2,0,0,40,0,0
35,0,234901,1,10,0,1,0,0,0,2407,0,40,0,0
36,0,131414,1,10,1,4,1,2,2,0,0,36,0,0
43,6,260960,2,13,0,0,0,0,0,0,0,50,0,0
56,0,156052,0,9,7,5,5,2,2,594,0,20,0,0
42,0,279914,2,13,0,19,0,0,0,0,0,40,0,1
19,0,192453,1,10,1,5,9,0,2,0,0,25,0,0
55,2,200939,0,9,0,14,0,0,0,0,0,72,0,0
42,0,151408,6,14,1,2,1,0,2,14084,0,50,0,1
26,0,112847,7,11,1,19,3,0,0,0,0,40,0,0
17,0,316929,19,8,1,15,3,0,0,0,0,20,0,0
42,3,126319,2,13,0,0,8,0,2,0,0,40,0,1
55,0,197422,0,9,0,14,0,0,0,7688,0,40,0,1
32,0,267736,1,10,1,3,3,2,2,0,0,40,0,0
29,0,267034,8,7,1,1,3,2,0,0,0,40,32,0
46,6,193047,2,13,0,0,0,0,0,0,0,37,0,0
29,6,356089,2,13,0,2,0,0,0,7688,0,40,0,1
22,0,223515,2,13,1,0,5,0,0,0,0,20,0,0
58,2,87510,11,6,0,1,0,0,0,0,0,40,0,0
23,0,145111,0,9,1,14,5,0,0,0,0,50,0,0
39,0,48093,0,9,1,15,1,0,0,0,0,40,0,0
27,0,31757,7,11,1,1,3,0,0,0,0,38,0,0
54,0,285854,0,9,0,14,0,0,0,0,0,40,0,1
33,3,120064,2,13,1,0,1,0,2,0,0,45,0,0
46,10,167381,0,9,0,3,8,0,2,0,0,40,0,1
37,0,103408,0,9,1,17,1,2,0,0,0,40,0,0
36,0,101460,0,9,1,5,1,0,2,0,0,18,0,0
59,3,420537,0,9,0,3,8,0,2,0,0,38,0,1
34,3,119411,0,9,4,22,5,0,0,0,0,40,35,0
53,7,128272,20,16,0,2,0,0,0,0,0,70,0,1
51,0,386773,2,13,1,4,1,0,0,0,0,55,0,1
32,0,283268,11,6,6,5,5,0,2,0,0,42,0,0
31,6,301526,1,10,10,5,9,0,0,0,0,40,0,0
22,0,151790,1,10,0,4,8,0,2,0,0,30,7,0
47,2,106252,2,13,4,4,1,0,2,0,0,50,0,0
32,0,188557,0,9,1,9,1,0,0,0,0,40,0,0
26,0,171114,1,10,1,17,1,0,2,0,0,38,0,0
37,0,327323,21,3,6,17,1,0,0,0,0,32,23,0
31,0,244147,0,9,4,1,5,0,0,0,0,55,0,0
37,0,280282,7,11,0,19,8,0,2,0,0,24,0,1
55,0,116442,0,9,1,4,1,0,0,0,0,38,0,0
23,3,282579,7,11,4,19,1,0,0,0,0,56,0,0
36,0,51838,1,10,4,3,5,0,2,0,0,40,0,0
34,0,73585,6,14,0,0,0,0,0,0,0,40,3,0
43,0,226902,2,13,0,4,0,0,0,0,0,50,0,1
54,0,279129,1,10,1,19,1,0,0,0,0,40,0,0
43,6,146908,1,10,0,1,0,0,0,0,0,40,3,0
28,0,196690,7,11,1,9,1,0,2,0,1669,42,0,0
40,0,130760,7,11,0,2,0,0,0,0,0,50,0,1
41,2,49572,1,10,0,2,0,0,0,0,0,60,0,0
40,0,237601,2,13,1,4,1,7,2,0,0,55,0,1
42,0,169628,1,10,4,3,1,2,2,0,0,38,0,0
61,2,36671,0,9,0,17,0,0,0,0,2352,50,0,0
18,0,231193,19,8,1,9,3,0,0,0,0,30,0,0
59,4,192130,0,9,0,11,0,0,0,0,0,16,0,0
21,4,149704,0,9,1,11,1,0,2,1055,0,40,0,0
48,0,102102,7,11,0,19,0,0,0,0,0,50,0,1
41,7,32185,2,13,0,19,0,0,0,0,0,40,0,0
18,4,196061,1,10,1,11,3,0,0,0,0,33,0,0
23,0,211046,0,9,1,4,1,0,2,2463,0,40,0,0
60,0,31577,0,9,0,14,0,0,0,0,0,60,0,1
22,0,162343,1,10,1,5,9,2,0,0,0,20,0,0
61,0,128831,0,9,0,9,0,0,0,0,0,40,0,0
25,0,316688,0,9,1,9,1,2,0,0,0,40,0,0
46,0,90758,6,14,1,19,1,0,0,0,0,35,0,1
43,0,274363,2,13,0,2,0,0,0,0,1902,40,14,1
43,0,154538,9,12,4,1,1,0,0,0,0,40,0,0
24,0,106085,0,9,1,5,3,2,0,0,1721,30,0,0
68,2,315859,8,7,1,17,5,0,0,0,0,20,0,0
31,0,51471,0,9,4,3,5,0,2,0,0,38,0,0
17,0,193830,8,7,1,4,3,0,2,0,0,20,0,0
32,0,231043,0,9,0,1,0,0,0,5178,0,48,0,1
50,4,23780,6,14,10,11,9,0,0,0,0,40,0,0
33,0,169879,2,13,0,0,0,0,0,3103,0,47,0,1
64,0,270333,2,13,0,0,0,0,0,0,0,40,0,1
20,0,138768,0,9,1,14,3,0,0,0,0,30,0,0
30,0,191571,0,9,6,5,3,0,2,0,0,36,0,0
22,4,219941,1,10,1,11,3,2,0,0,0,40,0,0
43,0,94113,1,10,4,2,1,0,0,0,0,45,0,0
22,0,137510,1,10,1,3,3,0,0,0,0,40,0,0
17,0,32607,11,6,1,17,3,0,0,0,0,20,0,0
47,2,93208,0,9,0,5,8,0,2,0,0,75,18,0
41,0,254440,7,11,1,0,1,0,2,0,0,60,0,0
56,0,186556,1,10,0,1,0,0,0,0,0,50,0,1
64,0,169871,0,9,0,14,0,0,0,0,0,45,0,0
47,0,191277,0,9,0,14,0,0,0,0,0,50,0,1
48,0,167159,7,11,1,3,5,0,0,0,0,40,0,0
31,0,171871,6,14,1,0,1,0,2,0,0,46,0,0
29,0,154411,7,11,1,19,3,0,0,0,0,40,0,0
30,0,129227,0,9,7,3,1,0,2,0,0,40,0,0
32,0,110331,0,9,0,2,0,0,0,0,1672,60,0,0
57,0,34269,0,9,7,14,5,0,0,0,653,42,0,1
62,0,174355,0,9,7,5,1,0,2,0,0,40,0,0
39,0,680390,0,9,6,9,5,0,2,0,0,24,0,0
43,0,233130,1,10,1,3,1,0,0,0,0,25,0,0
24,7,165474,2,13,1,4,3,0,0,0,0,40,0,0
42,4,257780,8,7,0,11,0,0,0,0,0,15,0,0
53,0,194259,1,10,0,3,8,0,2,4386,0,40,0,1
26,0,280093,1,10,1,15,3,0,0,0,0,40,0,0
73,2,177387,0,9,0,2,0,0,0,0,0,40,0,0
72,4,28929,8,7,7,11,1,0,2,0,0,24,0,0
55,0,105304,0,9,0,9,0,0,0,0,0,40,0,0
25,0,499233,0,9,4,3,1,0,0,0,0,40,0,0
41,0,180572,2,13,4,0,1,0,2,0,0,50,0,1
24,0,321435,2,13,1,2,1,0,0,0,0,50,0,0
63,0,86108,0,9,7,17,1,0,0,0,0,6,0,0
17,0,198124,8,7,1,4,3,0,0,0,0,20,0,0
35,0,135162,1,10,0,1,0,0,0,0,0,50,0,0
51,0,146813,1,10,0,0,0,0,0,0,0,40,0,1
62,3,291175,2,13,7,0,1,0,2,0,0,48,0,0
55,0,387569,0,9,0,1,0,0,0,4386,0,40,0,1
43,0,102895,1,10,4,0,1,0,0,0,0,40,0,0
40,3,33274,0,9,4,5,1,0,2,0,0,50,0,0
37,0,86551,2,13,0,2,0,0,0,0,0,45,0,1
39,0,138192,2,13,0,1,0,0,0,0,0,40,0,0
31,0,118966,0,9,1,1,3,0,0,0,0,18,0,0
61,0,99784,6,14,7,0,1,0,2,0,0,40,0,1
26,0,90980,7,11,4,3,1,0,2,0,0,55,0,0
46,2,177407,0,9,0,4,0,0,0,0,0,50,0,0
26,0,96467,2,13,1,0,1,0,2,0,0,40,0,0
48,6,327886,20,16,4,0,3,0,0,0,0,50,0,1
34,0,111567,0,9,1,14,3,0,0,0,0,40,0,0
34,3,166545,0,9,1,3,3,0,2,0,0,40,0,0
59,0,142182,0,9,0,5,0,0,0,0,0,40,0,1
34,0,188798,2,13,1,0,3,0,2,0,0,40,0,0
49,0,38563,2,13,1,2,1,0,2,0,0,56,0,1
18,0,216284,8,7,1,3,3,0,2,0,0,20,0,0
43,0,191547,0,9,0,17,0,0,0,0,0,40,2,0
48,0,285335,8,7,0,2,0,0,0,0,0,50,0,0
28,7,142712,1,10,0,2,0,0,0,0,0,70,0,0
33,0,80945,0,9,0,9,0,0,0,0,0,40,0,0
24,0,309055,1,10,1,4,1,0,2,0,0,15,0,0
21,0,62339,11,6,1,15,1,0,0,0,0,40,0,0
17,0,368700,8,7,1,4,3,0,0,0,0,28,0,0
39,0,176186,1,10,0,17,0,0,0,0,0,50,0,1
29,2,266855,2,13,6,0,3,0,0,0,0,40,0,0
44,0,48087,2,13,0,2,0,0,0,0,0,40,0,1
24,0,121313,1,10,1,14,3,0,0,0,0,50,0,0
71,2,143437,6,14,0,4,0,0,0,10605,0,40,0,1
51,2,160724,2,13,0,4,0,4,0,0,2415,40,17,1
55,0,282753,21,3,4,5,5,2,0,0,0,25,0,0
41,0,194636,2,13,0,2,0,0,0,0,0,60,0,1
23,0,153044,0,9,1,15,5,2,2,0,0,7,0,0
38,0,411797,7,11,4,3,5,0,2,0,0,40,0,0
39,0,117683,0,9,0,14,0,0,0,0,0,40,0,1
19,0,376540,0,9,1,3,1,0,2,0,0,30,0,0
49,0,72393,17,5,4,9,1,0,2,0,0,40,0,0
32,0,270335,2,13,0,3,9,0,0,0,0,40,6,1
27,0,96226,0,9,0,1,0,0,0,0,0,70,0,0
38,0,95336,2,13,0,4,0,0,0,0,0,50,0,1
33,0,258498,1,10,0,1,8,0,2,0,0,60,0,0
63,4,149698,1,10,0,11,0,0,0,0,0,15,0,0
23,0,205865,2,13,1,2,3,0,0,0,0,28,0,0
33,7,155781,1,10,0,1,0,0,0,0,0,60,3,0
54,2,406468,0,9,0,4,0,2,0,0,0,40,0,0
29,0,177119,7,11,4,19,1,0,2,2174,0,45,0,0
48,4,144397,1,10,4,11,5,2,2,0,0,30,0,0
35,2,372525,2,13,1,2,1,0,0,0,0,40,0,0
28,0,164170,7,11,0,3,8,4,2,0,0,40,11,0
37,0,183800,2,13,0,0,0,0,0,7688,0,50,0,1
